feedback_id,user_id,product_id,rating,date,type,comment
4017,2678,6,5.0,2021-11-05,サービス,Feedback_4017
4018,7762,69,3.0,2021-07-31,サービス,Feedback_4018
4019,3096,5,4.0,2021-07-29,サービス,Feedback_4019
4020,2370,18,2.0,2021-08-15,サービス,Feedback_4020
4021,1684,50,3.0,2021-11-29,サービス,Feedback_4021
4022,5190,25,3.0,2021-10-25,サービス,Feedback_4022
4023,8627,83,5.0,2021-04-10,サービス,Feedback_4023
4024,9989,1,5.0,2021-09-07,商品,Feedback_4024
4025,9962,2,5.0,2021-07-31,サービス,Feedback_4025
4026,4937,82,5.0,2021-03-14,商品,Feedback_4026
4027,7384,55,5.0,2021-08-09,サービス,Feedback_4027
4028,8376,17,5.0,2021-01-28,サービス,Feedback_4028
4029,2786,48,1.0,2021-02-18,サービス,Feedback_4029
4030,6195,60,4.0,2021-09-07,サービス,Feedback_4030
4031,8207,6,5.0,2021-11-24,商品,Feedback_4031
4032,9036,20,3.0,2021-02-22,その他,Feedback_4032
4033,200,47,5.0,2021-12-19,サービス,Feedback_4033
4034,3796,30,5.0,2021-04-12,その他,Feedback_4034
4035,6530,100,2.0,2021-10-02,その他,Feedback_4035
4036,1436,51,5.0,2021-06-14,サービス,Feedback_4036
4037,3477,30,5.0,2021-03-23,商品,Feedback_4037
4038,5201,61,5.0,2021-05-30,サービス,Feedback_4038
4039,4548,1,4.0,2021-08-13,商品,Feedback_4039
4040,861,76,5.0,2021-03-26,サービス,Feedback_4040
4041,3735,95,5.0,2021-08-14,サービス,Feedback_4041
4042,4212,79,4.0,2021-06-04,その他,Feedback_4042
4043,7522,37,4.0,2021-04-23,サービス,Feedback_4043
4044,2733,58,3.0,2021-09-12,その他,Feedback_4044
4045,8343,70,5.0,2021-03-16,商品,Feedback_4045
4046,1234,15,5.0,2021-08-25,商品,Feedback_4046
4047,462,47,5.0,2021-02-16,サービス,Feedback_4047
4048,3329,27,5.0,2021-09-23,サービス,Feedback_4048
4049,1643,65,5.0,2021-05-30,商品,Feedback_4049
4050,2919,19,4.0,2021-10-20,サービス,Feedback_4050
4051,2069,51,5.0,2021-02-14,サービス,Feedback_4051
4052,7530,69,4.0,2021-06-29,商品,Feedback_4052
4053,5952,17,5.0,2021-08-31,その他,Feedback_4053
4054,9695,43,5.0,2021-01-06,商品,Feedback_4054
4055,4558,17,1.0,2021-08-23,その他,Feedback_4055
4056,9943,10,5.0,2021-01-20,サービス,Feedback_4056
4057,1276,43,1.0,2021-12-16,その他,Feedback_4057
4058,2198,78,4.0,2021-08-26,サービス,Feedback_4058
4059,6573,30,5.0,2021-03-14,サービス,Feedback_4059
4060,7173,77,5.0,2021-05-15,商品,Feedback_4060
4061,5171,81,5.0,2021-06-28,その他,Feedback_4061
4062,2427,13,4.0,2021-06-04,サービス,Feedback_4062
4063,9537,75,3.0,2021-10-07,サービス,Feedback_4063
4064,3046,29,4.0,2021-12-24,その他,Feedback_4064
4065,6903,62,4.0,2021-06-15,商品,Feedback_4065
4066,8889,35,3.0,2021-12-20,その他,Feedback_4066
4067,1798,37,3.0,2021-11-03,サービス,Feedback_4067
4068,2126,11,2.0,2021-01-17,その他,Feedback_4068
4069,6273,23,2.0,2021-02-28,サービス,Feedback_4069
4070,9438,46,5.0,2021-03-11,サービス,Feedback_4070
4071,53,34,3.0,2021-10-12,サービス,Feedback_4071
4072,2664,38,1.0,2021-06-01,商品,Feedback_4072
4073,4888,65,4.0,2021-07-13,その他,Feedback_4073
4074,7523,78,4.0,2021-07-21,商品,Feedback_4074
4075,531,30,0.0,2021-08-22,サービス,Feedback_4075
4076,6052,15,2.0,2021-07-11,商品,Feedback_4076
4077,295,79,5.0,2021-05-04,サービス,Feedback_4077
4078,593,48,4.0,2021-07-17,サービス,Feedback_4078
4079,45,70,3.0,2021-11-10,その他,Feedback_4079
4080,572,48,4.0,2021-11-02,その他,Feedback_4080
4081,8590,11,5.0,2021-09-12,サービス,Feedback_4081
4082,41,47,4.0,2021-04-30,サービス,Feedback_4082
4083,5850,86,5.0,2021-06-04,商品,Feedback_4083
4084,4075,85,4.0,2021-10-07,商品,Feedback_4084
4085,5487,61,5.0,2021-11-04,サービス,Feedback_4085
4086,8193,15,5.0,2021-06-22,商品,Feedback_4086
4087,2538,64,4.0,2021-06-23,その他,Feedback_4087
4088,8675,71,3.0,2021-02-11,商品,Feedback_4088
4089,1816,4,5.0,2021-12-22,商品,Feedback_4089
4090,7200,90,5.0,2021-03-04,その他,Feedback_4090
4091,9089,63,5.0,2021-02-21,その他,Feedback_4091
4092,7187,77,5.0,2021-07-17,サービス,Feedback_4092
4093,4056,88,5.0,2021-07-12,商品,Feedback_4093
4094,8868,28,4.0,2021-11-16,サービス,Feedback_4094
4095,3699,30,4.0,2021-10-31,サービス,Feedback_4095
4096,7982,97,4.0,2021-04-22,その他,Feedback_4096
4097,6785,42,3.0,2021-12-15,商品,Feedback_4097
4098,9039,90,2.0,2021-02-24,サービス,Feedback_4098
4099,1924,28,5.0,2021-12-05,サービス,Feedback_4099
4100,9386,38,2.0,2021-04-17,サービス,Feedback_4100
4101,6224,90,4.0,2021-06-17,商品,Feedback_4101
4102,4978,33,4.0,2021-03-10,サービス,Feedback_4102
4103,300,59,2.0,2021-09-13,その他,Feedback_4103
4104,9894,22,5.0,2021-02-25,商品,Feedback_4104
4105,4357,82,5.0,2021-05-23,サービス,Feedback_4105
4106,5868,33,5.0,2021-10-11,その他,Feedback_4106
4107,8493,70,5.0,2021-03-02,サービス,Feedback_4107
4108,3163,63,4.0,2021-07-15,サービス,Feedback_4108
4109,5565,73,5.0,2021-09-13,サービス,Feedback_4109
4110,1385,49,4.0,2021-08-15,その他,Feedback_4110
4111,5922,95,1.0,2021-03-14,サービス,Feedback_4111
4112,8572,71,5.0,2021-10-03,サービス,Feedback_4112
4113,9667,96,0.0,2021-02-01,サービス,Feedback_4113
4114,1034,18,3.0,2021-10-19,サービス,Feedback_4114
4115,340,30,5.0,2021-06-11,商品,Feedback_4115
4116,9459,74,5.0,2021-11-10,その他,Feedback_4116
4117,5533,87,2.0,2021-02-04,商品,Feedback_4117
4118,63,15,4.0,2021-07-24,商品,Feedback_4118
4119,9490,51,5.0,2021-01-10,サービス,Feedback_4119
4120,8169,32,2.0,2021-04-29,サービス,Feedback_4120
4121,6314,5,4.0,2021-01-18,サービス,Feedback_4121
4122,8101,23,5.0,2021-07-19,サービス,Feedback_4122
4123,3633,81,5.0,2021-07-12,商品,Feedback_4123
4124,5815,24,4.0,2021-07-07,その他,Feedback_4124
4125,2883,100,3.0,2021-01-03,その他,Feedback_4125
4126,3505,15,5.0,2021-08-30,商品,Feedback_4126
4127,6045,46,2.0,2021-05-30,サービス,Feedback_4127
4128,8021,70,5.0,2021-05-19,サービス,Feedback_4128
4129,9972,72,1.0,2021-07-26,サービス,Feedback_4129
4130,6846,21,4.0,2021-06-22,商品,Feedback_4130
4131,9233,35,5.0,2021-01-15,サービス,Feedback_4131
4132,2738,80,5.0,2021-10-12,サービス,Feedback_4132
4133,7397,49,5.0,2021-09-01,サービス,Feedback_4133
4134,2103,98,4.0,2021-06-05,商品,Feedback_4134
4135,5746,3,0.0,2021-12-05,サービス,Feedback_4135
4136,6464,85,3.0,2021-08-01,サービス,Feedback_4136
4137,9092,26,4.0,2021-03-26,商品,Feedback_4137
4138,4251,10,3.0,2021-09-19,サービス,Feedback_4138
4139,1911,61,5.0,2021-04-12,商品,Feedback_4139
4140,4232,14,5.0,2021-10-07,サービス,Feedback_4140
4141,8033,61,5.0,2021-04-27,サービス,Feedback_4141
4142,5709,85,5.0,2021-05-21,商品,Feedback_4142
4143,2678,1,5.0,2021-02-23,サービス,Feedback_4143
4144,1545,75,4.0,2021-11-09,サービス,Feedback_4144
4145,9091,89,3.0,2021-08-30,商品,Feedback_4145
4146,8307,52,4.0,2021-12-28,その他,Feedback_4146
4147,553,28,2.0,2021-01-04,サービス,Feedback_4147
4148,4579,97,5.0,2021-04-09,その他,Feedback_4148
4149,2841,59,3.0,2021-02-28,サービス,Feedback_4149
4150,8945,59,4.0,2021-10-02,その他,Feedback_4150
4151,1164,91,5.0,2021-04-01,サービス,Feedback_4151
4152,3397,4,5.0,2021-07-25,その他,Feedback_4152
4153,6178,45,2.0,2021-06-27,サービス,Feedback_4153
4154,3014,97,5.0,2021-11-15,その他,Feedback_4154
4155,5864,65,3.0,2021-09-11,その他,Feedback_4155
4156,4716,90,4.0,2021-10-14,商品,Feedback_4156
4157,1321,84,3.0,2021-08-04,サービス,Feedback_4157
4158,7396,19,5.0,2021-02-08,サービス,Feedback_4158
4159,8075,75,2.0,2021-04-02,商品,Feedback_4159
4160,7746,79,2.0,2021-09-22,商品,Feedback_4160
4161,9524,21,5.0,2021-08-19,商品,Feedback_4161
4162,388,78,5.0,2021-12-23,商品,Feedback_4162
4163,5010,57,5.0,2021-01-06,その他,Feedback_4163
4164,7227,22,5.0,2021-04-17,その他,Feedback_4164
4165,3865,68,3.0,2021-07-19,その他,Feedback_4165
4166,9521,38,4.0,2021-11-19,その他,Feedback_4166
4167,2207,71,5.0,2021-07-08,商品,Feedback_4167
4168,4973,89,5.0,2021-09-18,その他,Feedback_4168
4169,8322,94,2.0,2021-03-13,サービス,Feedback_4169
4170,3946,28,3.0,2021-12-10,サービス,Feedback_4170
4171,7667,77,5.0,2021-05-10,サービス,Feedback_4171
4172,1018,1,5.0,2021-11-12,サービス,Feedback_4172
4173,5583,99,5.0,2021-10-30,サービス,Feedback_4173
4174,515,64,5.0,2021-06-18,商品,Feedback_4174
4175,2053,11,4.0,2021-12-18,サービス,Feedback_4175
4176,75,64,5.0,2021-11-13,サービス,Feedback_4176
4177,2714,18,4.0,2021-04-24,サービス,Feedback_4177
4178,7152,97,1.0,2021-10-14,サービス,Feedback_4178
4179,43,14,5.0,2021-02-26,サービス,Feedback_4179
4180,2514,63,2.0,2021-09-09,商品,Feedback_4180
4181,9143,99,3.0,2021-04-26,商品,Feedback_4181
4182,8897,52,4.0,2021-09-03,商品,Feedback_4182
4183,869,100,3.0,2021-10-14,商品,Feedback_4183
4184,6644,54,4.0,2021-09-18,商品,Feedback_4184
4185,4415,91,5.0,2021-02-06,その他,Feedback_4185
4186,3731,61,5.0,2021-08-03,その他,Feedback_4186
4187,624,33,3.0,2021-11-05,商品,Feedback_4187
4188,1817,51,5.0,2021-08-10,サービス,Feedback_4188
4189,4537,17,1.0,2021-03-25,商品,Feedback_4189
4190,3837,29,1.0,2021-11-25,その他,Feedback_4190
4191,1939,68,5.0,2021-12-02,商品,Feedback_4191
4192,2810,54,4.0,2021-10-13,商品,Feedback_4192
4193,4963,20,2.0,2021-01-06,商品,Feedback_4193
4194,5298,99,5.0,2021-04-01,その他,Feedback_4194
4195,5224,79,5.0,2021-08-13,その他,Feedback_4195
4196,1769,38,5.0,2021-03-30,サービス,Feedback_4196
4197,9161,88,5.0,2021-04-11,サービス,Feedback_4197
4198,7336,84,3.0,2021-02-26,その他,Feedback_4198
4199,7199,69,5.0,2021-06-12,サービス,Feedback_4199
4200,6134,67,5.0,2021-02-17,サービス,Feedback_4200
4201,153,26,1.0,2021-05-10,その他,Feedback_4201
4202,1392,88,5.0,2021-12-11,その他,Feedback_4202
4203,3080,42,4.0,2021-10-23,サービス,Feedback_4203
4204,529,6,4.0,2021-10-03,サービス,Feedback_4204
4205,3547,87,4.0,2021-01-06,サービス,Feedback_4205
4206,9608,90,5.0,2021-11-20,サービス,Feedback_4206
4207,1513,65,5.0,2021-12-12,サービス,Feedback_4207
4208,6272,44,5.0,2021-09-13,サービス,Feedback_4208
4209,1541,75,2.0,2021-01-11,サービス,Feedback_4209
4210,3016,85,3.0,2021-05-15,商品,Feedback_4210
4211,9585,72,2.0,2021-10-28,サービス,Feedback_4211
4212,8481,28,3.0,2021-01-25,サービス,Feedback_4212
4213,2877,68,2.0,2021-07-21,商品,Feedback_4213
4214,7783,66,4.0,2021-04-06,商品,Feedback_4214
4215,7503,21,4.0,2021-10-16,商品,Feedback_4215
4216,8855,77,5.0,2022-01-01,商品,Feedback_4216
4217,5824,81,4.0,2021-04-04,その他,Feedback_4217
4218,1180,53,3.0,2021-06-17,商品,Feedback_4218
4219,3669,3,4.0,2021-07-13,その他,Feedback_4219
4220,6084,34,0.0,2021-08-14,サービス,Feedback_4220
4221,9902,47,5.0,2021-01-20,その他,Feedback_4221
4222,5292,97,0.0,2021-09-09,サービス,Feedback_4222
4223,3451,74,3.0,2021-11-30,商品,Feedback_4223
4224,95,26,3.0,2021-04-26,その他,Feedback_4224
4225,5507,50,2.0,2021-03-02,サービス,Feedback_4225
4226,9260,6,0.0,2021-02-21,サービス,Feedback_4226
4227,4394,50,5.0,2021-01-29,サービス,Feedback_4227
4228,3953,42,3.0,2021-04-29,サービス,Feedback_4228
4229,1248,42,5.0,2021-11-15,サービス,Feedback_4229
4230,2907,7,5.0,2021-01-15,商品,Feedback_4230
4231,4249,84,5.0,2021-01-08,その他,Feedback_4231
4232,8332,15,4.0,2021-08-24,サービス,Feedback_4232
4233,6564,78,2.0,2021-08-27,サービス,Feedback_4233
4234,1666,93,5.0,2021-08-27,サービス,Feedback_4234
4235,212,10,4.0,2021-06-28,商品,Feedback_4235
4236,7556,87,5.0,2021-12-01,サービス,Feedback_4236
4237,1513,48,5.0,2021-01-12,商品,Feedback_4237
4238,7754,8,5.0,2021-12-25,商品,Feedback_4238
4239,7671,46,2.0,2021-05-30,その他,Feedback_4239
4240,2546,8,3.0,2021-06-11,サービス,Feedback_4240
4241,3406,99,5.0,2021-06-08,商品,Feedback_4241
4242,549,72,4.0,2022-01-01,その他,Feedback_4242
4243,6623,56,5.0,2021-08-05,サービス,Feedback_4243
4244,396,91,5.0,2021-03-05,その他,Feedback_4244
4245,9047,29,4.0,2021-08-10,サービス,Feedback_4245
4246,3598,26,5.0,2021-01-16,サービス,Feedback_4246
4247,2069,42,5.0,2021-06-29,サービス,Feedback_4247
4248,2841,95,4.0,2021-06-29,商品,Feedback_4248
4249,6855,88,5.0,2021-04-03,サービス,Feedback_4249
4250,1300,52,4.0,2021-10-10,その他,Feedback_4250
4251,3901,55,4.0,2021-03-30,サービス,Feedback_4251
4252,9378,99,4.0,2021-02-07,商品,Feedback_4252
4253,2963,58,5.0,2021-11-19,その他,Feedback_4253
4254,8578,40,4.0,2021-09-18,サービス,Feedback_4254
4255,6489,38,4.0,2021-09-06,商品,Feedback_4255
4256,1772,89,3.0,2021-08-06,サービス,Feedback_4256
4257,3416,75,5.0,2021-02-09,サービス,Feedback_4257
4258,1107,75,5.0,2021-08-16,サービス,Feedback_4258
4259,6861,87,5.0,2021-07-11,サービス,Feedback_4259
4260,4611,38,4.0,2021-08-18,その他,Feedback_4260
4261,1873,74,5.0,2021-08-31,商品,Feedback_4261
4262,5271,32,3.0,2021-06-28,商品,Feedback_4262
4263,4208,26,4.0,2021-05-29,サービス,Feedback_4263
4264,1948,57,5.0,2021-01-02,商品,Feedback_4264
4265,1776,81,4.0,2021-09-02,商品,Feedback_4265
4266,5599,13,5.0,2021-03-02,その他,Feedback_4266
4267,3595,76,5.0,2021-12-16,サービス,Feedback_4267
4268,9990,48,3.0,2021-03-28,その他,Feedback_4268
4269,1242,11,2.0,2021-03-20,商品,Feedback_4269
4270,7394,68,2.0,2021-08-16,その他,Feedback_4270
4271,6353,20,4.0,2021-03-26,サービス,Feedback_4271
4272,3007,34,4.0,2021-03-21,その他,Feedback_4272
4273,284,19,5.0,2021-03-29,サービス,Feedback_4273
4274,9458,69,4.0,2021-07-24,サービス,Feedback_4274
4275,2458,27,5.0,2021-06-18,その他,Feedback_4275
4276,3121,25,4.0,2021-01-18,商品,Feedback_4276
4277,898,17,4.0,2021-12-19,サービス,Feedback_4277
4278,4254,6,5.0,2021-08-15,サービス,Feedback_4278
4279,7074,43,5.0,2021-11-09,商品,Feedback_4279
4280,371,12,4.0,2021-06-23,サービス,Feedback_4280
4281,2443,37,0.0,2021-12-24,サービス,Feedback_4281
4282,1142,41,1.0,2021-07-23,サービス,Feedback_4282
4283,1542,20,5.0,2021-10-20,サービス,Feedback_4283
4284,8671,13,4.0,2021-09-29,その他,Feedback_4284
4285,3399,24,3.0,2021-10-31,その他,Feedback_4285
4286,3589,69,2.0,2021-10-10,商品,Feedback_4286
4287,1598,55,0.0,2021-05-17,商品,Feedback_4287
4288,2833,65,5.0,2021-04-12,商品,Feedback_4288
4289,1497,82,5.0,2021-08-28,サービス,Feedback_4289
4290,4304,14,4.0,2021-06-09,商品,Feedback_4290
4291,1801,81,4.0,2021-09-29,サービス,Feedback_4291
4292,255,87,3.0,2021-05-31,サービス,Feedback_4292
4293,7849,3,5.0,2021-08-19,サービス,Feedback_4293
4294,5248,3,4.0,2021-08-04,サービス,Feedback_4294
4295,1547,26,4.0,2021-04-12,サービス,Feedback_4295
4296,3668,69,5.0,2021-07-12,その他,Feedback_4296
4297,1137,98,5.0,2021-05-27,サービス,Feedback_4297
4298,5388,49,3.0,2021-09-11,サービス,Feedback_4298
4299,5935,64,4.0,2021-08-13,商品,Feedback_4299
4300,62,47,3.0,2021-03-25,その他,Feedback_4300
4301,3473,79,5.0,2021-12-27,サービス,Feedback_4301
4302,632,44,4.0,2021-01-27,商品,Feedback_4302
4303,8293,40,5.0,2021-12-09,商品,Feedback_4303
4304,5172,31,5.0,2021-10-29,商品,Feedback_4304
4305,4388,14,2.0,2021-09-10,その他,Feedback_4305
4306,3010,61,5.0,2021-10-15,サービス,Feedback_4306
4307,272,36,3.0,2021-04-21,その他,Feedback_4307
4308,1906,98,5.0,2021-05-30,サービス,Feedback_4308
4309,6228,100,5.0,2021-09-29,商品,Feedback_4309
4310,5493,68,4.0,2021-08-03,サービス,Feedback_4310
4311,6098,57,3.0,2021-11-05,サービス,Feedback_4311
4312,3237,51,4.0,2021-12-07,商品,Feedback_4312
4313,3779,82,4.0,2021-04-05,サービス,Feedback_4313
4314,4945,95,2.0,2021-04-29,サービス,Feedback_4314
4315,6667,44,4.0,2021-06-11,サービス,Feedback_4315
4316,7944,2,5.0,2021-05-29,サービス,Feedback_4316
4317,2562,68,0.0,2021-06-26,サービス,Feedback_4317
4318,4232,29,5.0,2021-03-21,サービス,Feedback_4318
4319,6095,81,5.0,2021-01-08,商品,Feedback_4319
4320,1652,92,3.0,2021-05-10,その他,Feedback_4320
4321,4259,69,5.0,2021-09-27,商品,Feedback_4321
4322,6918,77,2.0,2021-12-23,その他,Feedback_4322
4323,5249,92,5.0,2021-06-29,サービス,Feedback_4323
4324,5535,64,5.0,2021-10-27,その他,Feedback_4324
4325,3127,43,5.0,2021-08-12,商品,Feedback_4325
4326,9305,20,5.0,2021-03-16,その他,Feedback_4326
4327,7602,61,5.0,2021-05-23,サービス,Feedback_4327
4328,7727,43,2.0,2021-01-28,商品,Feedback_4328
4329,297,1,5.0,2021-02-28,サービス,Feedback_4329
4330,1383,48,3.0,2021-12-17,商品,Feedback_4330
4331,1837,39,0.0,2021-03-29,商品,Feedback_4331
4332,8786,63,4.0,2021-11-22,商品,Feedback_4332
4333,7212,29,2.0,2021-04-23,サービス,Feedback_4333
4334,8391,27,5.0,2021-12-28,商品,Feedback_4334
4335,206,91,5.0,2021-09-10,商品,Feedback_4335
4336,7024,34,2.0,2021-01-06,サービス,Feedback_4336
4337,4517,21,5.0,2021-04-05,サービス,Feedback_4337
4338,9377,39,5.0,2021-12-18,サービス,Feedback_4338
4339,3317,2,5.0,2021-12-03,サービス,Feedback_4339
4340,5286,31,3.0,2021-03-03,サービス,Feedback_4340
4341,9073,61,3.0,2021-01-05,商品,Feedback_4341
4342,2149,26,3.0,2021-10-09,サービス,Feedback_4342
4343,2920,14,5.0,2021-05-30,商品,Feedback_4343
4344,8478,27,4.0,2021-05-23,商品,Feedback_4344
4345,8211,86,3.0,2021-09-05,サービス,Feedback_4345
4346,9561,66,2.0,2021-03-04,サービス,Feedback_4346
4347,2737,23,3.0,2021-03-16,サービス,Feedback_4347
4348,3023,15,5.0,2021-02-06,その他,Feedback_4348
4349,2021,87,4.0,2021-12-24,商品,Feedback_4349
4350,6869,52,5.0,2021-02-11,その他,Feedback_4350
4351,8052,23,4.0,2021-07-24,サービス,Feedback_4351
4352,8336,100,5.0,2021-01-28,商品,Feedback_4352
4353,714,77,1.0,2021-02-23,サービス,Feedback_4353
4354,6737,49,1.0,2021-07-03,サービス,Feedback_4354
4355,7438,84,4.0,2021-08-19,その他,Feedback_4355
4356,1629,61,5.0,2021-04-26,商品,Feedback_4356
4357,7484,93,2.0,2021-01-24,サービス,Feedback_4357
4358,2989,47,2.0,2021-02-07,サービス,Feedback_4358
4359,2714,99,5.0,2021-06-15,サービス,Feedback_4359
4360,1261,94,3.0,2021-06-14,商品,Feedback_4360
4361,125,20,1.0,2021-09-22,商品,Feedback_4361
4362,3199,80,5.0,2021-08-24,商品,Feedback_4362
4363,4474,78,5.0,2021-10-10,サービス,Feedback_4363
4364,4694,2,3.0,2021-10-24,サービス,Feedback_4364
4365,1726,13,5.0,2021-05-05,サービス,Feedback_4365
4366,6600,18,5.0,2021-05-10,サービス,Feedback_4366
4367,4232,51,5.0,2021-08-06,サービス,Feedback_4367
4368,524,26,3.0,2021-04-22,サービス,Feedback_4368
4369,2952,97,3.0,2021-12-08,商品,Feedback_4369
4370,8525,84,5.0,2021-01-09,商品,Feedback_4370
4371,5508,70,0.0,2021-12-22,サービス,Feedback_4371
4372,1543,57,2.0,2021-12-29,その他,Feedback_4372
4373,4998,49,3.0,2021-04-19,その他,Feedback_4373
4374,8149,12,3.0,2021-04-04,その他,Feedback_4374
4375,2777,36,2.0,2021-04-18,商品,Feedback_4375
4376,133,52,3.0,2021-10-15,その他,Feedback_4376
4377,3239,69,5.0,2021-07-15,サービス,Feedback_4377
4378,1571,57,2.0,2021-08-30,サービス,Feedback_4378
4379,1929,46,1.0,2021-04-27,商品,Feedback_4379
4380,2195,52,3.0,2021-08-12,サービス,Feedback_4380
4381,7696,82,5.0,2021-02-02,商品,Feedback_4381
4382,2728,64,5.0,2021-06-20,商品,Feedback_4382
4383,3828,72,4.0,2021-01-06,その他,Feedback_4383
4384,440,87,0.0,2021-01-26,サービス,Feedback_4384
4385,7072,92,0.0,2021-12-13,サービス,Feedback_4385
4386,9954,24,5.0,2021-09-21,サービス,Feedback_4386
4387,5795,76,2.0,2021-05-09,サービス,Feedback_4387
4388,9757,69,4.0,2021-08-09,サービス,Feedback_4388
4389,3381,88,2.0,2021-05-08,サービス,Feedback_4389
4390,593,10,3.0,2021-05-10,サービス,Feedback_4390
4391,4726,22,3.0,2021-03-10,商品,Feedback_4391
4392,1954,18,2.0,2021-06-07,商品,Feedback_4392
4393,2710,97,5.0,2021-08-17,サービス,Feedback_4393
4394,3667,17,1.0,2021-09-22,その他,Feedback_4394
4395,2427,84,5.0,2021-10-12,サービス,Feedback_4395
4396,8281,14,4.0,2021-12-31,サービス,Feedback_4396
4397,8734,70,0.0,2021-01-18,サービス,Feedback_4397
4398,2823,100,5.0,2021-01-18,サービス,Feedback_4398
4399,543,62,4.0,2021-12-14,サービス,Feedback_4399
4400,5771,80,5.0,2021-02-09,サービス,Feedback_4400
4401,3276,13,2.0,2021-10-20,サービス,Feedback_4401
4402,1446,93,3.0,2021-11-16,商品,Feedback_4402
4403,9304,29,3.0,2021-02-05,サービス,Feedback_4403
4404,8485,83,4.0,2021-04-10,その他,Feedback_4404
4405,6171,41,2.0,2021-03-25,サービス,Feedback_4405
4406,5946,78,5.0,2021-01-12,サービス,Feedback_4406
4407,2536,78,3.0,2021-10-15,サービス,Feedback_4407
4408,7172,55,4.0,2021-06-18,サービス,Feedback_4408
4409,3035,42,2.0,2021-08-01,サービス,Feedback_4409
4410,9994,61,4.0,2021-02-08,サービス,Feedback_4410
4411,3439,11,5.0,2021-03-03,商品,Feedback_4411
4412,6692,74,3.0,2021-06-29,その他,Feedback_4412
4413,6611,32,5.0,2021-01-26,その他,Feedback_4413
4414,8862,90,3.0,2021-01-20,商品,Feedback_4414
4415,1887,62,4.0,2021-01-25,サービス,Feedback_4415
4416,3351,52,2.0,2021-02-13,サービス,Feedback_4416
4417,7684,56,1.0,2021-09-19,サービス,Feedback_4417
4418,5833,31,1.0,2021-03-17,サービス,Feedback_4418
4419,247,68,4.0,2021-04-23,サービス,Feedback_4419
4420,5063,2,4.0,2021-06-25,商品,Feedback_4420
4421,848,68,2.0,2021-06-08,サービス,Feedback_4421
4422,4135,69,4.0,2021-01-05,その他,Feedback_4422
4423,9723,46,5.0,2021-08-28,サービス,Feedback_4423
4424,9148,30,5.0,2021-11-09,その他,Feedback_4424
4425,5389,67,5.0,2022-01-01,商品,Feedback_4425
4426,3161,49,5.0,2021-08-07,商品,Feedback_4426
4427,2948,100,5.0,2021-08-10,商品,Feedback_4427
4428,1741,97,3.0,2021-06-13,商品,Feedback_4428
4429,8672,13,5.0,2021-01-23,その他,Feedback_4429
4430,8407,25,3.0,2021-09-25,サービス,Feedback_4430
4431,4495,100,4.0,2021-06-17,商品,Feedback_4431
4432,4607,28,5.0,2021-01-06,その他,Feedback_4432
4433,8408,66,2.0,2021-12-17,商品,Feedback_4433
4434,1903,44,0.0,2021-05-11,その他,Feedback_4434
4435,8992,27,5.0,2021-01-24,その他,Feedback_4435
4436,1043,81,4.0,2021-01-25,商品,Feedback_4436
4437,3012,58,5.0,2021-06-01,サービス,Feedback_4437
4438,1652,53,4.0,2021-05-05,その他,Feedback_4438
4439,9061,21,4.0,2021-06-24,サービス,Feedback_4439
4440,3305,100,4.0,2021-04-23,サービス,Feedback_4440
4441,5243,29,5.0,2021-07-08,サービス,Feedback_4441
4442,8161,40,5.0,2021-04-19,サービス,Feedback_4442
4443,3274,79,5.0,2021-07-04,その他,Feedback_4443
4444,8054,82,5.0,2021-11-04,その他,Feedback_4444
4445,5234,27,3.0,2021-07-31,その他,Feedback_4445
4446,2514,43,2.0,2021-10-09,その他,Feedback_4446
4447,1064,33,4.0,2021-01-05,商品,Feedback_4447
4448,5941,48,5.0,2021-12-18,サービス,Feedback_4448
4449,9092,76,3.0,2021-05-16,サービス,Feedback_4449
4450,5084,85,1.0,2021-10-28,サービス,Feedback_4450
4451,2101,72,5.0,2021-01-15,その他,Feedback_4451
4452,5102,84,4.0,2021-12-29,サービス,Feedback_4452
4453,4098,99,3.0,2021-04-19,その他,Feedback_4453
4454,9929,20,0.0,2021-08-09,サービス,Feedback_4454
4455,8756,26,5.0,2021-03-25,サービス,Feedback_4455
4456,8544,58,4.0,2021-12-10,その他,Feedback_4456
4457,8426,23,5.0,2021-01-08,サービス,Feedback_4457
4458,2288,18,0.0,2021-07-27,商品,Feedback_4458
4459,6408,72,0.0,2021-09-01,商品,Feedback_4459
4460,949,93,4.0,2021-03-20,その他,Feedback_4460
4461,4018,4,3.0,2021-12-18,サービス,Feedback_4461
4462,58,89,1.0,2021-08-19,サービス,Feedback_4462
4463,316,38,5.0,2021-11-02,サービス,Feedback_4463
4464,3141,51,5.0,2021-09-28,サービス,Feedback_4464
4465,3278,35,1.0,2021-10-21,その他,Feedback_4465
4466,3581,48,4.0,2021-04-19,商品,Feedback_4466
4467,2287,74,5.0,2021-04-06,サービス,Feedback_4467
4468,3476,9,5.0,2021-09-24,商品,Feedback_4468
4469,1910,33,5.0,2021-09-28,商品,Feedback_4469
4470,1107,51,5.0,2021-07-18,商品,Feedback_4470
4471,6462,56,5.0,2021-11-23,その他,Feedback_4471
4472,8734,91,0.0,2021-09-04,商品,Feedback_4472
4473,6414,46,4.0,2021-04-03,その他,Feedback_4473
4474,8495,54,4.0,2021-04-12,サービス,Feedback_4474
4475,2132,36,5.0,2021-03-05,商品,Feedback_4475
